lil_interpretations
[('young', -0.28388893604278564), (',', -0.28551357984542847), ('adult', -0.28920871019363403), ('hip', -0.2907942533493042), ('entertainment', -0.2941557765007019)]
[('its story may be a thousand years old  , but why did it have to seem like it took another thousand to tell it to us  ?', 0.045041561126708984), ('did it have to seem like it took another thousand to tell it to us', 0.04331713914871216), ('have to seem like it took another thousand to tell it to us', 0.04165053367614746), ('to seem like it took another thousand to tell it to us', 0.04026001691818237), ('seem like it took another thousand to tell it to us', 0.03829580545425415)]
"[(""try as  i may  ,  i ca  n ' t think of a single good reason to see this movie  , even though everyone in my group ex tempo ran e ously shouted  , ` thank you  !  '"", 0.03467738628387451), ('think of a single good reason to see this movie  , even though everyone in my group ex tempo ran e ously shouted  , ` thank you ', 0.032007575035095215), ('think of a single good reason to see this movie  , even though everyone in my group ex tempo ran e ously shouted  , ` thank you', 0.031430065631866455), ('even though everyone in my group ex tempo ran e ously shouted  , ` thank you', 0.021483242511749268), ('everyone in my group ex tempo ran e ously shouted  , ` thank you', 0.01824343204498291)]"
"[(""the movie is beautiful to be hold and engage s one in a sense of epic struggle  - - inner and outer  - - that  ' s all too rare in  hollywood  ' s has tier productions  ."", 2.586841583251953e-05), ('the movie', 2.586841583251953e-05), (""is beautiful to be hold and engage s one in a sense of epic struggle  - - inner and outer  - - that  ' s all too rare in  hollywood  ' s has tier productions"", 2.586841583251953e-05), (""beautiful to be hold and engage s one in a sense of epic struggle  - - inner and outer  - - that  ' s all too rare in  hollywood  ' s has tier productions"", 2.586841583251953e-05), (""to be hold and engage s one in a sense of epic struggle  - - inner and outer  - - that  ' s all too rare in  hollywood  ' s has tier productions"", 2.586841583251953e-05)]"
"[(""a celebration of quirk iness  , eccentric ity  , and certain individuals  ' tendency to let it all hang out  , and damn the consequences  ."", 0.004122614860534668), (""of quirk iness  , eccentric ity  , and certain individuals  ' tendency to let it all hang out  , and damn the consequences"", 0.004122614860534668), (""quirk iness  , eccentric ity  , and certain individuals  ' tendency to let it all hang out  , and damn the consequences"", 0.004122614860534668), (""certain individuals  ' tendency to let it all hang out  , and damn the consequences"", 0.004122614860534668), (""certain individuals  '"", 0.004122614860534668)]"
"[("" mor ton uses her face and her body language to bring us  mor vern  ' s soul  , even though the character is almost completely dead pan  ."", 0.01164311170578003), (""uses her face and her body language to bring us  mor vern  ' s soul  , even though the character is almost completely dead pan"", 0.01164311170578003), ('her face and her body language', 0.01164311170578003), (""to bring us  mor vern  ' s soul"", 0.01164311170578003), (""bring us  mor vern  ' s soul"", 0.01164311170578003)]"
"[(""instead of a hyper bolic beat - charged urban western  , it  ' s an un pre tent ious  , socio logical ly pointed slice of life  ."", 0.04237854480743408), ('instead of a hyper bolic beat - charged urban western', 0.04237854480743408), ('a hyper bolic beat - charged urban western', 0.04237854480743408), ("" ' s an un pre tent ious  , socio logical ly pointed slice of life"", 0.04237854480743408), ('s an un pre tent ious  , socio logical ly pointed slice of life', 0.04237854480743408)]"
[('my thoughts were focused on the characters  .', 0.0018188953399658203), ('my thoughts', 0.0018188953399658203), ('were focused on the characters', 0.0018188953399658203), ('focused on the characters', 0.0018188953399658203), ('on the characters', 0.0018188953399658203)]
"[(""so  , too  , is this comedy about mild culture clash ing in today  ' s new del hi  ."", 0.03521275520324707), (""this comedy about mild culture clash ing in today  ' s new del hi"", 0.03521275520324707), (""about mild culture clash ing in today  ' s new del hi"", 0.03521275520324707), (""mild culture clash ing in today  ' s new del hi"", 0.03521275520324707), (""in today  ' s new del hi"", 0.03521275520324707)]"
[(',', -0.39421504735946655), ('', -0.3943953514099121), ('story', -0.39476925134658813), ('just', -0.3951647877693176), ('is', -0.39525723457336426)]
[('this is a winning ensemble comedy that shows  canadian s can put gentle laughs and equally gentle sentiment s on the button  , just as easily as their counterparts anywhere else in the world  .', 1.4781951904296875e-05), ('is a winning ensemble comedy that shows  canadian s can put gentle laughs and equally gentle sentiment s on the button  , just as easily as their counterparts anywhere else in the world', 1.4781951904296875e-05), ('a winning ensemble comedy that shows  canadian s can put gentle laughs and equally gentle sentiment s on the button  , just as easily as their counterparts anywhere else in the world', 1.4781951904296875e-05), ('a winning ensemble comedy', 1.4781951904296875e-05), ('that shows  canadian s can put gentle laughs and equally gentle sentiment s on the button  , just as easily as their counterparts anywhere else in the world', 1.4781951904296875e-05)]
[('rri', -0.2804749608039856), ('da', -0.28187501430511475), ('into', -0.2818866968154907), ('de', -0.2825917601585388), ('walk', -0.2841528654098511)]
[('ends in bone - cru shing screw ups', 0.3198966979980469), ('occasionally ends in bone - cru shing screw ups', 0.31490880250930786), ('in bone - cru shing screw ups', 0.31002122163772583), ('bone - cru shing screw ups', 0.29411160945892334), ('bone - cru shing', 0.2347581386566162)]
"[(""inside the film  ' s conflict - powered plot there is a decent moral trying to get out  , but it  ' s not that  , it  ' s the tension that keeps you in your seat  ."", 0.030592501163482666), (""inside the film  ' s conflict - powered plot there is a decent moral trying to get out"", 0.030592501163482666), (""inside the film  ' s conflict - powered plot"", 0.030592501163482666), (""the film  ' s conflict - powered plot"", 0.030592501163482666), (""it  ' s not that  , it  ' s the tension that keeps you in your seat"", 0.030592501163482666)]"
[('a', -0.294028103351593), ('be', -0.2947564125061035), ('directing', -0.29526257514953613), ('to', -0.2964097261428833), ('burns', -0.2964887022972107)]
[('', -0.41838210821151733), ('bad', -0.41906386613845825), ('.', -0.4202749729156494), ('bad  .', -0.762365996837616)]
"[(""that dogged good will of the parents and ` vain  '  ji a  ' s def oli ation of ego  , make the film touching despite some  dol drum s  ."", 0.008813560009002686), (""that dogged good will of the parents and ` vain  '  ji a  ' s def oli ation of ego"", 0.008813560009002686), (""dogged good will of the parents and ` vain  '  ji a  ' s def oli ation of ego"", 0.008813560009002686), (""good will of the parents and ` vain  '  ji a  ' s def oli ation of ego"", 0.008813560009002686), ('good will of the parents', 0.008813560009002686)]"
[('falls neatly into the category of good stupid fun  .', 0.016559958457946777), ('falls neatly into the category of good stupid fun', 0.016559958457946777), ('into the category of good stupid fun', 0.016559958457946777), ('the category of good stupid fun', 0.016559958457946777), ('of good stupid fun', 0.016559958457946777)]
[('an art ful  , intelligent film that stays within the  conf ines of a well - established genre  .', 0.0001907944679260254), ('an art ful  , intelligent film', 0.0001907944679260254), ('art ful', 0.0001907944679260254), ('that stays within the  conf ines of a well - established genre', 0.0001907944679260254), ('stays within the  conf ines of a well - established genre', 0.0001907944679260254)]
[('smart  , provocative and blister ingly funny  .', 0.0005068778991699219), ('blister ingly funny', 0.0005068778991699219), ('smart', 0.0004500150680541992), ('provocative', 0.00044977664947509766), ('blister', 0.0004496574401855469)]
[('', -0.3831353187561035), ('lesson', -0.3841542601585388), ('and', -0.38445401191711426), (',', -0.3847627639770508), ('in', -0.3849707245826721)]
[('undisputed', -0.34635043144226074), ('this', -0.34791576862335205), ('boxing', -0.34932780265808105), ('certainly', -0.34973281621932983), ('ever', -0.35108762979507446)]
"[(""not only is undercover brother as funny  , if not more so  , than both a us tin powers films  , but it  ' s also one of the smarter  ,  s av vier spoof s to come along in some time  ."", 0.0008071064949035645), ('if not more so', 0.0008071064949035645), ('than both a us tin powers films ', 0.0008071064949035645), ('than both a us tin powers films', 0.0008071064949035645), ('both a us tin powers films', 0.0008071064949035645)]"
[('in the east', 0.0464327335357666), ('rises in the east', 0.028154969215393066), ('the east', 0.020410478115081787), ('east', -0.0022628307342529297), ('in', -0.03955376148223877)]
[('is', -0.4142987132072449), (',', -0.41478776931762695), ('', -0.4147942066192627), ('movie', -0.41504669189453125), ('about', -0.41506344079971313)]
[('this time  m r . burns is trying something in the  mar tin  s cor s ese street - real ist mode  , but his self - re gard ing sentimental ity trips him up again  .', 0.04034018516540527), ('this time  m r . burns is trying something in the  mar tin  s cor s ese street - real ist mode', 0.037741243839263916), ('is trying something in the  mar tin  s cor s ese street - real ist mode', 0.03400605916976929), ('trying something in the  mar tin  s cor s ese street - real ist mode', 0.03279149532318115), ('in the  mar tin  s cor s ese street - real ist mode', 0.029397964477539062)]
[('nascent industrialized world politics as a new art form', -0.16669023036956787), ('of nascent industrialized world politics as a new art form', -0.16943210363388062), ('as a new art form', -0.1758817434310913), ('its vision of nascent industrialized world politics as a new art form', -0.18417352437973022), ('a new art form', -0.18531227111816406)]
[('the best revenge may just be living well because this film  , unlike other du mas adaptation s  , is far more like ned to a treasure than a lengthy jail sentence  .', 0.017944633960723877), ('may just be living well because this film  , unlike other du mas adaptation s  , is far more like ned to a treasure than a lengthy jail sentence ', 0.017944633960723877), ('may just be living well because this film  , unlike other du mas adaptation s  , is far more like ned to a treasure than a lengthy jail sentence', 0.017944633960723877), ('be living well because this film  , unlike other du mas adaptation s  , is far more like ned to a treasure than a lengthy jail sentence', 0.017944633960723877), ('living well because this film  , unlike other du mas adaptation s  , is far more like ned to a treasure than a lengthy jail sentence', 0.017944633960723877)]
[('the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure  .', 0.0001831650733947754), ('the movie', 0.0001831650733947754), ('understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure', 0.0001831650733947754), ('like few others', 0.0001831650733947754), ('few others', 0.0001831650733947754)]
"[(""once  -LRB-  ki m  -RRB- begins to over play the shock tactics and bait - and - ta ckle metaphor s  , you may decide it  ' s too high a price to pay for a shimmer ing picture postcard  ."", 0.04488849639892578), ('once  -LRB-  ki m  -RRB- begins to over play the shock tactics and bait - and - ta ckle metaphor s', 0.028897643089294434), (' -LRB-  ki m  -RRB- begins to over play the shock tactics and bait - and - ta ckle metaphor s', 0.027068793773651123), (""may decide it  ' s too high a price to pay for a shimmer ing picture postcard"", 0.016228914260864258), (""decide it  ' s too high a price to pay for a shimmer ing picture postcard"", 0.013663291931152344)]"
"[(""all that  ' s missing is the  s pont ane ity  , original ity and delight  ."", 0.039735496044158936), ('is the  s pont ane ity  , original ity and delight', 0.03135943412780762), ('the  s pont ane ity  , original ity and delight', 0.028770804405212402), (""all that  ' s missing"", -0.04997140169143677), (""that  ' s missing"", -0.06859415769577026)]"
[('what the film lacks in general focus it makes up for in compassion  , as  cor cu era manages to find the seeds of hope in the form of collective action  .', 0.002862215042114258), ('makes up for in compassion  , as  cor cu era manages to find the seeds of hope in the form of collective action', 0.002862215042114258), ('as  cor cu era manages to find the seeds of hope in the form of collective action', 0.002862215042114258), (' cor cu era manages to find the seeds of hope in the form of collective action', 0.002862215042114258), (' cor cu era', 0.002862215042114258)]
[('the socio - his to - political treatise is told in earnest stride s  . . .  -LRB- and  -RRB- personal illusion is de con struct ed with po ign ancy  .', 0.00929725170135498), ('the socio - his to - political treatise', 0.00929725170135498), ('socio - his to - political', 0.00929725170135498), ('is told in earnest stride s', 0.00929725170135498), ('told in earnest stride s', 0.00929725170135498)]
[('in', -0.36747634410858154), ('word', -0.3706928491592407), ('my', -0.37105637788772583), ('a', -0.371404230594635), ('', -0.3717634081840515)]
"[(""a psychological thriller with a genuinely  s poo ky premise and an above - average cast  , actor bill pa xton  ' s directing debut is a creepy slice of go th ic rural  american a  ."", 0.00021702051162719727), ('a psychological thriller with a genuinely  s poo ky premise and an above - average cast', 0.00021702051162719727), ('a psychological thriller', 0.00021702051162719727), ('with a genuinely  s poo ky premise and an above - average cast', 0.00021702051162719727), ('a genuinely  s poo ky premise and an above - average cast', 0.00021702051162719727)]"
[('corn y  ,  sch mal t zy and predictable  , but still manages to be kind of heart war ming  , nonetheless  .', 0.012699007987976074), ('manages to be kind of heart war ming  , nonetheless', 0.012699007987976074), ('to be kind of heart war ming  , nonetheless', 0.012699007987976074), ('be kind of heart war ming  , nonetheless', 0.012699007987976074), ('kind of heart war ming', 0.012699007987976074)]
"[(""nothing  ' s at stake  , just a twist y double - cross you can smell a mile away  - - still  , the derivative nine queen s is lots of fun  ."", 0.031782329082489014), ('still  , the derivative nine queen s is lots of fun', 0.031782329082489014), ('the derivative nine queen s', 0.031782329082489014), ('is lots of fun', 0.031782329082489014), ('lots of fun', 0.03178197145462036)]"
[('far more imaginative and ambitious than the trivia l  , cash - in features nickel ode on has made from its other animated  tv series  .', 0.0018236637115478516), ('far more imaginative and ambitious', 0.0018236637115478516), ('far more', 0.0018236637115478516), ('than the trivia l  , cash - in features nickel ode on has made from its other animated  tv series', 0.0018236637115478516), ('the trivia l  , cash - in features nickel ode on has made from its other animated  tv series', 0.0018236637115478516)]
[('more', -0.3723997473716736), ('by', -0.3739812970161438), ('objective', -0.37548476457595825), (',', -0.3758123517036438), ('of', -0.3758835196495056)]
[('as the two leads  , la than and  d iggs are charming and have chemistry both as friends and lovers  .', 0.0005804300308227539), ('as the two leads', 0.0005804300308227539), ('the two leads', 0.0005804300308227539), ('the two', 0.0005804300308227539), ('la than and  d iggs', 0.0005804300308227539)]
[('it provides an honest look at a community striving to anchor itself in new grounds  .', 0.0004646778106689453), ('provides an honest look at a community striving to anchor itself in new grounds', 0.0004646778106689453), ('an honest look at a community striving to anchor itself in new grounds', 0.0004646778106689453), ('an honest look', 0.0004646778106689453), ('at a community striving to anchor itself in new grounds', 0.0004646778106689453)]
[('', -0.3843367099761963), ('lib', -0.38613903522491455), ('mad', -0.38621634244918823), ('s', -0.38626962900161743), ('written', -0.3871120810508728)]
[('as if it was made without much thought', 0.15521985292434692), ('looks as if it was made without much thought', 0.15440958738327026), ('it was made without much thought', 0.10919046401977539), ('was made without much thought', 0.07819527387619019), ('made without much thought', 0.04236888885498047)]
[(' mar tin and bar bara are complex characters  - - sometimes tender  , sometimes angry  - - and the delicate performances by  s ven  wo ll ter and v ive ka  s eld ahl make their hopes and frustration s vivid  .', 0.0001270771026611328), (' mar tin and bar bara are complex characters  - - sometimes tender  , sometimes angry  -', 0.0001270771026611328), (' mar tin and bar bara', 0.0001270771026611328), (' mar tin', 0.0001270771026611328), ('bar bara', 0.0001270771026611328)]
[('ung', -0.330599844455719), ('ker', -0.33226341009140015), ('ow', -0.3325998783111572), ('de', -0.3327714204788208), ('p', -0.33341825008392334)]
[('', -0.2742951512336731), ('i', -0.2757093906402588), ('here', -0.2762696146965027), ('director', -0.27739429473876953), ('star', -0.2776103615760803)]
[(' aff le ck and jack son are good spar ring partners  .', 0.008022844791412354), (' aff le ck and jack son', 0.008022844791412354), ('are good spar ring partners', 0.008022844791412354), ('good spar ring partners', 0.008022844791412354), ('le ck', 0.008022725582122803)]
"[(""whether you like rap music or  loa the it  , you ca  n ' t deny either the tragic loss of two young men in the prime of their talent or the power of this movie  ."", 0.038430631160736084), (""ca  n ' t deny either the tragic loss of two young men in the prime of their talent or the power of this movie"", 0.038337647914886475), ('deny either the tragic loss of two young men in the prime of their talent or the power of this movie', 0.038078367710113525), ('either the tragic loss of two young men in the prime of their talent or the power of this movie', 0.037972867488861084), ('the tragic loss of two young men in the prime of their talent', 0.033682048320770264)]"
"[(""not since  japan ese filmmaker  aki ra  ku ros awa  ' s ran have the savage ry of combat and the  spect er of death been visualize d with such opera tic grand eur  ."", 0.026176273822784424), ("" japan ese filmmaker  aki ra  ku ros awa  ' s ran have the savage ry of combat and the  spect er of death"", 0.026176273822784424), ("" japan ese filmmaker  aki ra  ku ros awa  ' s ran"", 0.026176273822784424), ('the savage ry of combat and the  spect er of death', 0.026176273822784424), ('the savage ry of combat', 0.026176273822784424)]"
[('n', -0.40069836378097534), ('wo', -0.4007512331008911), ('franchise', -0.4009246230125427), ('much', -0.401320219039917), ('to', -0.40147578716278076)]
[('fish - out - of - water', 0.020993173122406006), ('out - of - water', -0.017895102500915527), ('of - water', -0.07937562465667725), ('an occasionally funny  , but overall limp  , fish - out - of - water story  .', -0.09845167398452759), ('overall limp ', -0.12532496452331543)]
"[(""brilliant ly explores the conflict between following one  ' s heart and following the demands of tradition  ."", 0.00032806396484375), (""explores the conflict between following one  ' s heart and following the demands of tradition"", 0.00032806396484375), (""the conflict between following one  ' s heart and following the demands of tradition"", 0.00032806396484375), ('the conflict', 0.00032806396484375), (""between following one  ' s heart and following the demands of tradition"", 0.00032806396484375)]"
[('despite the 2 - d animation  , the wild  thorn berry s movie makes for a surprisingly cinematic experience  .', 0.003575623035430908), ('the wild  thorn berry s movie', 0.003575623035430908), ('wild  thorn berry s', 0.003575623035430908), ('wild  thorn berry', 0.003575623035430908), ('makes for a surprisingly cinematic experience', 0.003575623035430908)]
[('to', -0.4029885530471802), ('', -0.4041939377784729), ('translation', -0.4043939709663391), ('in', -0.4044370651245117), ('the', -0.40526771545410156)]
[('y', -0.42405611276626587), ('gone', -0.42413657903671265), ('horribly', -0.42463040351867676), ('py', -0.42469656467437744), ('a', -0.42471712827682495)]
[('the film tunes into a grief that could lead a man across centuries  .', 0.02539527416229248), ('tunes into a grief that could lead a man across centuries', 0.02539527416229248), ('into a grief that could lead a man across centuries', 0.02539527416229248), ('a grief that could lead a man across centuries', 0.02539527416229248), ('that could lead a man across centuries', 0.02539527416229248)]
"[(""da zzle s with its fully - written characters  , its determined stylish ness  -LRB- which always relates to characters and story  -RRB- and  john ny  dan k worth  ' s best soundtrack in years  ."", 4.982948303222656e-05), (""with its fully - written characters  , its determined stylish ness  -LRB- which always relates to characters and story  -RRB- and  john ny  dan k worth  ' s best soundtrack in years"", 4.982948303222656e-05), (""its fully - written characters  , its determined stylish ness  -LRB- which always relates to characters and story  -RRB- and  john ny  dan k worth  ' s best soundtrack in years"", 4.982948303222656e-05), ('its fully - written characters', 4.982948303222656e-05), ('fully - written', 4.982948303222656e-05)]"
"[(""it  ' s a work by an artist so in control of both his medium and his message that he can improv ise like a jazz man  ."", 0.00035881996154785156), ("" ' s a work by an artist so in control of both his medium and his message that he can improv ise like a jazz man"", 0.00035881996154785156), (""' s a work by an artist so in control of both his medium and his message that he can improv ise like a jazz man"", 0.00035881996154785156), ('s a work by an artist so in control of both his medium and his message that he can improv ise like a jazz man', 0.00035881996154785156), ('a work by an artist so in control of both his medium and his message that he can improv ise like a jazz man', 0.00035881996154785156)]"
"[('it  \' s the chemistry between the women and the  d roll scene - ste al ing wit and wolf ish  pes sim ism of  anna chancellor that makes this  "" two wedding s and a funeral  "" fun  .', 0.0001310110092163086), (' \' s the chemistry between the women and the  d roll scene - ste al ing wit and wolf ish  pes sim ism of  anna chancellor that makes this  "" two wedding s and a funeral  "" fun', 0.0001310110092163086), ('s the chemistry between the women and the  d roll scene - ste al ing wit and wolf ish  pes sim ism of  anna chancellor that makes this  "" two wedding s and a funeral  "" fun', 0.0001310110092163086), ('the chemistry between the women and the  d roll scene - ste al ing wit and wolf ish  pes sim ism of  anna chancellor', 0.0001310110092163086), ('the chemistry', 0.0001310110092163086)]"
[('stealing  har var d', -0.1868160367012024), (' har var d', -0.18766874074935913), ('har', -0.21826171875), ('var', -0.2206660509109497), ('d', -0.2267218828201294)]
[('a full world has been presented on screen  , not some series of carefully structured plot points building to a pat resolution  .', 0.03847455978393555), ('has been presented on screen  , not some series of carefully structured plot points building to a pat resolution', 0.037901103496551514), ('been presented on screen  , not some series of carefully structured plot points building to a pat resolution', 0.03767287731170654), ('presented on screen  , not some series of carefully structured plot points building to a pat resolution', 0.03735548257827759), ('some series of carefully structured plot points building to a pat resolution', 0.031206250190734863)]
[(' hu ston nails both the glad - hand ing and the choking sense of hollow despair  .', 0.02197951078414917), ('nails both the glad - hand ing and the choking sense of hollow despair', 0.02197951078414917), ('both the glad - hand ing and the choking sense of hollow despair', 0.02197951078414917), ('the glad - hand ing', 0.02197951078414917), ('the choking sense of hollow despair', 0.02197951078414917)]
"[(""one of the more intelligent children  ' s movies to hit theaters this year  ."", 0.0006021261215209961), (""one of the more intelligent children  ' s movies"", 0.0006021261215209961), (""of the more intelligent children  ' s movies"", 0.0006021261215209961), (""the more intelligent children  ' s movies"", 0.0006021261215209961), ('more intelligent', 0.0006021261215209961)]"
[('funny', -0.3790121078491211), ('hip', -0.3795435428619385), ('be', -0.3806108832359314), ('tries', -0.3816278576850891), ('hard', -0.3818153738975525)]
"[("" bla nch ett  ' s performance confirm s her power once again  ."", 0.0014693737030029297), ('confirm s her power once again', 0.0014693737030029297), ('s her power once again', 0.0014693737030029297), ('her power', 0.0014693737030029297), ('once again', 0.0014693737030029297)]"
[('if you believe any of this  ,  i can make you a real deal on leftover  en ron stock that will double in value a week from  fri day  .', 0.037322938442230225), ('can make you a real deal on leftover  en ron stock that will double in value a week from  fri day ', 0.037322938442230225), ('can make you a real deal on leftover  en ron stock that will double in value a week from  fri day', 0.037322938442230225), ('make you a real deal on leftover  en ron stock that will double in value a week from  fri day', 0.037322938442230225), ('you a real deal on leftover  en ron stock that will double in value a week from  fri day', 0.037322938442230225)]
[('impart', -0.3869488835334778), ('to', -0.3883638381958008), ('a', -0.3888004422187805), ('message', -0.3889874815940857), ('film', -0.39194440841674805)]
[('no one but a  convict guilty of some truly he in ous crime should have to sit through the master of disguise  .', -0.07257437705993652), ('no one but a  convict guilty of some truly he in ous crime', -0.12602686882019043), ('but a  convict guilty of some truly he in ous crime', -0.12853556871414185), ('a  convict guilty of some truly he in ous crime', -0.13250499963760376), ('guilty of some truly he in ous crime', -0.14934378862380981)]
[('rarely has so much money delivered so little entertainment  .', 0.0543522834777832), ('delivered so little entertainment', 0.003912508487701416), ('so little entertainment', -0.02766120433807373), ('so much money', -0.03043520450592041), ('so little', -0.0726889967918396)]
[('for', -0.37698596715927124), ('on', -0.37724483013153076), ('aylor', -0.3774822950363159), ('rights', -0.37753742933273315), ('', -0.3778248429298401)]
"[('""', -0.3643985390663147), ('', -0.3646277189254761), ('time', -0.3657649755477905), ('machine', -0.3661193251609802), ('the', -0.3669225573539734)]"
"[(""a rarity among recent  ira nian films  : it  ' s a comedy full of gentle humor that  ch ides the absurd ity of its protagonist  ' s plight  ."", 0.00012493133544921875), ('a rarity among recent  ira nian films', 0.00012493133544921875), ('a rarity', 0.00012493133544921875), ('among recent  ira nian films', 0.00012493133544921875), ('recent  ira nian films', 0.00012493133544921875)]"
"[("" / but  d aph ne  , you  ' re too buff  /  fred thinks he  ' s tough  / and  vel ma  -  wow  , you  ' ve lost weight  !"", 0.21388542652130127), (""thinks he  ' s tough  / and  vel ma  -  wow"", 0.21364325284957886), (""thinks he  ' s tough "", 0.17989420890808105), ("" ' ve lost weight"", 0.16764724254608154), (""thinks he  ' s tough"", 0.1646949052810669)]"
"[(""the very definition of the ` small  ' movie  , but it is a good stepping stone for director  s pre cher  ."", 0.01850682497024536), (""the very definition of the ` small  ' movie"", 0.01850682497024536), (""of the ` small  ' movie"", 0.01850682497024536), (""the ` small  ' movie"", 0.01850682497024536), ('it is a good stepping stone for director  s pre cher', 0.01850682497024536)]"
"[('slick', -0.31315863132476807), ('sophistication', -0.31513434648513794), ('ness', -0.31925904750823975), (""'"", -0.3200586438179016), ('daytime', -0.3247726559638977)]"
"[(""chill ing  , well - act ed  , and finely directed  : da vid  ja cob son  ' s  dah mer  ."", 0.000527799129486084), ('chill ing', 0.000527799129486084), ('well - act ed', 0.000527799129486084), ('well - act', 0.000527799129486084), (""finely directed  : da vid  ja cob son  ' s  dah mer"", 0.000527799129486084)]"
[('th', -0.33130085468292236), ('or', -0.3336309790611267), ('', -0.3337847590446472), (',', -0.3340967297554016), ('rill', -0.33466750383377075)]
"[("" bri an de palm a  ' s scar face"", -0.15628182888031006), (""from  bri an de palm a  ' s scar face"", -0.15648895502090454), (""clips from  bri an de palm a  ' s scar face"", -0.15831810235977173), (""uses clips from  bri an de palm a  ' s scar face"", -0.15939944982528687), (""that uses clips from  bri an de palm a  ' s scar face"", -0.1631922721862793)]"
"[(""a co da in every sense  , the pin o chet case split s time between a minute - by - minute account of the  british court  ' s extradition chess game and the regime  ' s talking - head survivors  ."", 0.13234734535217285), (""split s time between a minute - by - minute account of the  british court  ' s extradition chess game and the regime  ' s talking - head survivors"", 0.1323472261428833), (""between a minute - by - minute account of the  british court  ' s extradition chess game and the regime  ' s talking - head survivors"", 0.13234686851501465), (""a minute - by - minute account of the  british court  ' s extradition chess game and the regime  ' s talking - head survivors"", 0.132346510887146), (""of the  british court  ' s extradition chess game and the regime  ' s talking - head survivors"", 0.1323171854019165)]"
"[(""it  ' s played in the most straight - faced fashion  , with little humor to light en things up  ."", -0.016291141510009766), ("" ' s played in the most straight - faced fashion  , with little humor to light en things up"", -0.027062416076660156), ('s played in the most straight - faced fashion  , with little humor to light en things up', -0.03297168016433716), ('played in the most straight - faced fashion  , with little humor to light en things up', -0.03626978397369385), ('with little humor to light en things up', -0.11547195911407471)]"
[('have', -0.3575795888900757), ('be', -0.3598521947860718), ('not', -0.3599913716316223), ('you', -0.3607497811317444), ('really', -0.36138683557510376)]
[('with virtually no interesting elements for an audience to focus on  ,  chel sea walls is a triple - es press o endurance challenge  .', 0.0333746075630188), ('is a triple - es press o endurance challenge', -0.02239859104156494), ('a triple - es press o endurance challenge', -0.03228276968002319), ('with virtually no interesting elements for an audience to focus on', -0.07744723558425903), ('virtually no interesting elements for an audience to focus on', -0.08742177486419678)]
[('dense with characters and contains some thrilling moments  .', 0.0006934404373168945), ('dense with characters', 0.0006934404373168945), ('with characters', 0.0006934404373168945), ('contains some thrilling moments', 0.0006934404373168945), ('some thrilling moments', 0.0006934404373168945)]
[('', -0.3883201479911804), ('suggests', -0.3896980881690979), ('.', -0.39025306701660156), ('title', -0.3914033770561218), ('as', -0.39209043979644775)]
[('', -0.37169164419174194), ('.', -0.3755072355270386), ('made', -0.37565767765045166), ('flesh', -0.37597042322158813), ('a', -0.3765071630477905)]
[('minority report is exactly what the title indicates  , a report  .', 0.04319041967391968), ('is exactly what the title indicates  , a report', 0.04319041967391968), ('exactly what the title indicates  , a report', 0.04319041967391968), ('the title indicates  , a report', 0.04319041967391968), ('the title indicates', 0.04317671060562134)]
"[(""it  ' s hard to like a film about a guy who is utterly unlike able  , and shine r  , starring mi cha el ca ine as an aging  british boxing promoter desperate for a taste of fame and fortune  , is certainly that  ."", 0.02799433469772339), ("" ' s hard to like a film about a guy who is utterly unlike able  , and shine r  , starring mi cha el ca ine as an aging  british boxing promoter desperate for a taste of fame and fortune "", 0.02799433469772339), ('to like a film about a guy who is utterly unlike able  , and shine r  , starring mi cha el ca ine as an aging  british boxing promoter desperate for a taste of fame and fortune ', 0.02799433469772339), ('like a film about a guy who is utterly unlike able  , and shine r  , starring mi cha el ca ine as an aging  british boxing promoter desperate for a taste of fame and fortune ', 0.02799433469772339), ('a film about a guy who is utterly unlike able  , and shine r  , starring mi cha el ca ine as an aging  british boxing promoter desperate for a taste of fame and fortune ', 0.02799433469772339)]"
[('an entertaining  , colorful  , action - filled crime story with an intimate heart  .', 0.00030994415283203125), ('an entertaining  , colorful  , action - filled crime story', 0.00030994415283203125), ('action - filled', 0.00030994415283203125), ('with an intimate heart', 0.00030994415283203125), ('an intimate heart', 0.00030994415283203125)]
[('for this reason and this reason only  - - the power of its own steadfast  , ho ity - to ity convictions  - -  chel sea walls deserves a medal  .', 0.03598588705062866), ('for this reason and this reason only  - - the power of its own steadfast  , ho ity - to ity convictions  -', 0.03598588705062866), ('for this reason and this reason only  - - the power of its own steadfast  , ho ity - to ity convictions ', 0.03598588705062866), ('this reason and this reason only  - - the power of its own steadfast  , ho ity - to ity convictions ', 0.03598588705062866), ('this reason only  - - the power of its own steadfast  , ho ity - to ity convictions ', 0.03598588705062866)]
"[(""it just may inspire a few younger movie goers to read  st even son  ' s book  , which is a treasure in and of itself  ."", 0.0002993345260620117), (""may inspire a few younger movie goers to read  st even son  ' s book  , which is a treasure in and of itself"", 0.0002993345260620117), (""inspire a few younger movie goers to read  st even son  ' s book  , which is a treasure in and of itself"", 0.0002993345260620117), ('a few younger movie goers', 0.0002993345260620117), ('a few', 0.0002993345260620117)]"
